Page,Sentence,Entity,Type
18,"10…It has to be noted that Section 340 falls within
Chapter XXVI of the Code which contains a fasciculus
of “Provisions as to offences affecting the
administration of justice” as the title of the chapter
appellates.",Chapter XXVI,LAW
18,"So the offences envisaged in Section
195(1)(b) of the Code must involve acts which would
have affected the administration of justice.
11.",11,CARDINAL
18,"The scope of the preliminary enquiry envisaged in
Section 340(1) of the Code is to ascertain whether any
offence affecting administration of justice has been
committed in respect of a document produced in
court or given in evidence in a proceeding in that
Court.",Section 340(1,LAW
18,"It would be a strained thinking that any offence
involving forgery of a document if committed far
outside the precincts of the Court and long before its
production in the Court, could also be treated as one
affecting administration of justice merely because
that document later reached the court records.",Court,ORG
18,"It would be a strained thinking that any offence
involving forgery of a document if committed far
outside the precincts of the Court and long before its
production in the Court, could also be treated as one
affecting administration of justice merely because
that document later reached the court records.",Court,ORG
18,"It would be a strained thinking that any offence
involving forgery of a document if committed far
outside the precincts of the Court and long before its
production in the Court, could also be treated as one
affecting administration of justice merely because
that document later reached the court records.",one,CARDINAL
18,"The three­Judge Bench of this Court in Patel
Laljibhai Somabhai case [(1971) 2 SCC 376 : 1971
SCC (Cri) 548 : AIR 1971 SC 1935] has interpreted
the corresponding section in the old Code, [Section
195(1)(c)] in almost the same manner as indicated
above…
…The issue involved in Patel Laljibhai Somabhai case
[(1971) 2 SCC 376 : 1971 SCC (Cri) 548 : AIR 1971
SC 1935] related to the applicability of that sub­
section to a case where forged document was
produced in a suit by a party thereto, and
18",Court,ORG
18,"The three­Judge Bench of this Court in Patel
Laljibhai Somabhai case [(1971) 2 SCC 376 : 1971
SCC (Cri) 548 : AIR 1971 SC 1935] has interpreted
the corresponding section in the old Code, [Section
195(1)(c)] in almost the same manner as indicated
above…
…The issue involved in Patel Laljibhai Somabhai case
[(1971) 2 SCC 376 : 1971 SCC (Cri) 548 : AIR 1971
SC 1935] related to the applicability of that sub­
section to a case where forged document was
produced in a suit by a party thereto, and
18",Patel,PERSON
18,"The three­Judge Bench of this Court in Patel
Laljibhai Somabhai case [(1971) 2 SCC 376 : 1971
SCC (Cri) 548 : AIR 1971 SC 1935] has interpreted
the corresponding section in the old Code, [Section
195(1)(c)] in almost the same manner as indicated
above…
…The issue involved in Patel Laljibhai Somabhai case
[(1971) 2 SCC 376 : 1971 SCC (Cri) 548 : AIR 1971
SC 1935] related to the applicability of that sub­
section to a case where forged document was
produced in a suit by a party thereto, and
18",Laljibhai Somabhai,PERSON
18,"The three­Judge Bench of this Court in Patel
Laljibhai Somabhai case [(1971) 2 SCC 376 : 1971
SCC (Cri) 548 : AIR 1971 SC 1935] has interpreted
the corresponding section in the old Code, [Section
195(1)(c)] in almost the same manner as indicated
above…
…The issue involved in Patel Laljibhai Somabhai case
[(1971) 2 SCC 376 : 1971 SCC (Cri) 548 : AIR 1971
SC 1935] related to the applicability of that sub­
section to a case where forged document was
produced in a suit by a party thereto, and
18",1971,DATE
18,"The three­Judge Bench of this Court in Patel
Laljibhai Somabhai case [(1971) 2 SCC 376 : 1971
SCC (Cri) 548 : AIR 1971 SC 1935] has interpreted
the corresponding section in the old Code, [Section
195(1)(c)] in almost the same manner as indicated
above…
…The issue involved in Patel Laljibhai Somabhai case
[(1971) 2 SCC 376 : 1971 SCC (Cri) 548 : AIR 1971
SC 1935] related to the applicability of that sub­
section to a case where forged document was
produced in a suit by a party thereto, and
18",2,CARDINAL
18,"The three­Judge Bench of this Court in Patel
Laljibhai Somabhai case [(1971) 2 SCC 376 : 1971
SCC (Cri) 548 : AIR 1971 SC 1935] has interpreted
the corresponding section in the old Code, [Section
195(1)(c)] in almost the same manner as indicated
above…
…The issue involved in Patel Laljibhai Somabhai case
[(1971) 2 SCC 376 : 1971 SCC (Cri) 548 : AIR 1971
SC 1935] related to the applicability of that sub­
section to a case where forged document was
produced in a suit by a party thereto, and
18",1971,DATE
18,"The three­Judge Bench of this Court in Patel
Laljibhai Somabhai case [(1971) 2 SCC 376 : 1971
SCC (Cri) 548 : AIR 1971 SC 1935] has interpreted
the corresponding section in the old Code, [Section
195(1)(c)] in almost the same manner as indicated
above…
…The issue involved in Patel Laljibhai Somabhai case
[(1971) 2 SCC 376 : 1971 SCC (Cri) 548 : AIR 1971
SC 1935] related to the applicability of that sub­
section to a case where forged document was
produced in a suit by a party thereto, and
18",548,CARDINAL
18,"The three­Judge Bench of this Court in Patel
Laljibhai Somabhai case [(1971) 2 SCC 376 : 1971
SCC (Cri) 548 : AIR 1971 SC 1935] has interpreted
the corresponding section in the old Code, [Section
195(1)(c)] in almost the same manner as indicated
above…
…The issue involved in Patel Laljibhai Somabhai case
[(1971) 2 SCC 376 : 1971 SCC (Cri) 548 : AIR 1971
SC 1935] related to the applicability of that sub­
section to a case where forged document was
produced in a suit by a party thereto, and
18",AIR 1971,ORG
18,"The three­Judge Bench of this Court in Patel
Laljibhai Somabhai case [(1971) 2 SCC 376 : 1971
SCC (Cri) 548 : AIR 1971 SC 1935] has interpreted
the corresponding section in the old Code, [Section
195(1)(c)] in almost the same manner as indicated
above…
…The issue involved in Patel Laljibhai Somabhai case
[(1971) 2 SCC 376 : 1971 SCC (Cri) 548 : AIR 1971
SC 1935] related to the applicability of that sub­
section to a case where forged document was
produced in a suit by a party thereto, and
18",SC 1935,EVENT
18,"The three­Judge Bench of this Court in Patel
Laljibhai Somabhai case [(1971) 2 SCC 376 : 1971
SCC (Cri) 548 : AIR 1971 SC 1935] has interpreted
the corresponding section in the old Code, [Section
195(1)(c)] in almost the same manner as indicated
above…
…The issue involved in Patel Laljibhai Somabhai case
[(1971) 2 SCC 376 : 1971 SCC (Cri) 548 : AIR 1971
SC 1935] related to the applicability of that sub­
section to a case where forged document was
produced in a suit by a party thereto, and
18",Patel Laljibhai Somabhai,PERSON
18,"The three­Judge Bench of this Court in Patel
Laljibhai Somabhai case [(1971) 2 SCC 376 : 1971
SCC (Cri) 548 : AIR 1971 SC 1935] has interpreted
the corresponding section in the old Code, [Section
195(1)(c)] in almost the same manner as indicated
above…
…The issue involved in Patel Laljibhai Somabhai case
[(1971) 2 SCC 376 : 1971 SCC (Cri) 548 : AIR 1971
SC 1935] related to the applicability of that sub­
section to a case where forged document was
produced in a suit by a party thereto, and
18",1971,DATE
